variant,bos_positions,seed,step,grad_loss,pos0_qk_pressure_mean,pos0_qk_pressure_max_head,pos0_qk_pressure_by_layer,keypos0_qk_pressure_mean,keypos0_qk_pressure_max_head,keypos0_qk_pressure_by_layer,keypos1_qk_pressure_mean,keypos1_qk_pressure_max_head,keypos1_qk_pressure_by_layer,keypos2_qk_pressure_mean,keypos2_qk_pressure_max_head,keypos2_qk_pressure_by_layer,keypos3_qk_pressure_mean,keypos3_qk_pressure_max_head,keypos3_qk_pressure_by_layer,keypos4_qk_pressure_mean,keypos4_qk_pressure_max_head,keypos4_qk_pressure_by_layer,keypos5_qk_pressure_mean,keypos5_qk_pressure_max_head,keypos5_qk_pressure_by_layer,keypos6_qk_pressure_mean,keypos6_qk_pressure_max_head,keypos6_qk_pressure_by_layer,keypos7_qk_pressure_mean,keypos7_qk_pressure_max_head,keypos7_qk_pressure_by_layer,keypos8_qk_pressure_mean,keypos8_qk_pressure_max_head,keypos8_qk_pressure_by_layer,keypos9_qk_pressure_mean,keypos9_qk_pressure_max_head,keypos9_qk_pressure_by_layer,keypos10_qk_pressure_mean,keypos10_qk_pressure_max_head,keypos10_qk_pressure_by_layer,keypos11_qk_pressure_mean,keypos11_qk_pressure_max_head,keypos11_qk_pressure_by_layer,keypos12_qk_pressure_mean,keypos12_qk_pressure_max_head,keypos12_qk_pressure_by_layer,keypos13_qk_pressure_mean,keypos13_qk_pressure_max_head,keypos13_qk_pressure_by_layer,keypos14_qk_pressure_mean,keypos14_qk_pressure_max_head,keypos14_qk_pressure_by_layer,keypos15_qk_pressure_mean,keypos15_qk_pressure_max_head,keypos15_qk_pressure_by_layer,nonpos0_firstn_qk_pressure_mean,nonpos0_firstn_qk_pressure_max,pos0_minus_nonpos0_firstn_qk_pressure,bos_pos0_qk_pressure_mean,bos_pos0_qk_pressure_max_head,bos_pos0_qk_pressure_by_layer,bos_qk_pressure_sum_mean,bos_qk_pressure_max_position_mean,eval_loss,pos0_attention_mean,pos0_attention_max_head,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_attention_sum_mean,bos_pos2_qk_pressure_mean,bos_pos2_qk_pressure_max_head,bos_pos2_qk_pressure_by_layer,bos_pos2_attention_mean,bos_pos2_attention_max_head,bos_pos4_qk_pressure_mean,bos_pos4_qk_pressure_max_head,bos_pos4_qk_pressure_by_layer,bos_pos4_attention_mean,bos_pos4_attention_max_head,bos_pos8_qk_pressure_mean,bos_pos8_qk_pressure_max_head,bos_pos8_qk_pressure_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos16_qk_pressure_mean,bos_pos16_qk_pressure_max_head,bos_pos16_qk_pressure_by_layer,bos_pos16_attention_mean,bos_pos16_attention_max_head,bos_pos32_qk_pressure_mean,bos_pos32_qk_pressure_max_head,bos_pos32_qk_pressure_by_layer,bos_pos32_attention_mean,bos_pos32_attention_max_head,bos_pos64_qk_pressure_mean,bos_pos64_qk_pressure_max_head,bos_pos64_qk_pressure_by_layer,bos_pos64_attention_mean,bos_pos64_attention_max_head
single_0,0,1,10000,6.239736080169678,-2.499335494121624e-07,1.952101911228965e-06,-7.73816e-07 -3.56498e-08 1.31232e-07 -3.215e-07,-2.499335494121624e-07,1.952101911228965e-06,-7.73816e-07 -3.56498e-08 1.31232e-07 -3.215e-07,-2.0557195057335775e-08,2.2492110929306364e-07,-8.73008e-08 5.42287e-08 -1.37419e-08 -3.54148e-08,-5.290567273164015e-08,1.9254012784131191e-07,-3.47417e-08 -8.5656e-08 -1.58501e-08 -7.53749e-08,1.148707884368605e-08,1.9230036230055703e-07,3.84376e-08 1.15597e-08 -2.79689e-09 -1.25207e-09,1.7897521686904838e-08,2.082219765497939e-07,9.48792e-08 3.29191e-08 -1.41053e-08 -4.21028e-08,2.626225636959134e-08,1.8672980672818085e-07,8.83894e-08 1.39018e-08 -1.75193e-08 2.02772e-08,2.4718058710959667e-09,1.8618634101130738e-07,7.28178e-08 -7.58821e-08 1.91521e-09 1.10363e-08,1.718205133727224e-08,2.0591097893429833e-07,8.66439e-08 -1.20531e-08 -1.84537e-08 1.25911e-08,-8.103933524239437e-09,1.7124376938681962e-07,8.38568e-09 -1.27212e-08 -1.10085e-08 -1.70718e-08,5.8006408565347556e-09,3.885892851940298e-07,1.42076e-07 -3.93315e-08 -5.06132e-08 -2.89284e-08,3.2047353215602925e-08,3.4772691037687764e-07,1.04227e-07 6.22722e-08 -2.2192e-08 -1.61177e-08,8.312743382532517e-09,2.512317962555244e-07,9.59626e-09 3.39677e-08 -1.4176e-08 3.86301e-09,1.423639695019574e-08,1.4845942075680796e-07,6.15246e-08 2.37407e-08 -2.83019e-08 -1.78355e-11,-1.0482874124306818e-08,7.144419811311309e-08,-1.95958e-08 -2.34844e-08 -9.95554e-09 1.11043e-08,-1.2711517172192544e-08,8.447182153759059e-08,-4.20895e-08 -5.12945e-11 -1.96922e-08 1.0987e-08,-4.6221288130254834e-08,9.24261982504504e-08,1.55966e-08 -1.20812e-07 -2.23054e-08 -5.7364e-08,-1.0189754817702123e-09,3.2047353215602925e-08,-2.489145739303922e-07,-2.499335494121624e-07,1.952101911228965e-06,-7.73816e-07 -3.56498e-08 1.31232e-07 -3.215e-07,-2.499335494121624e-07,-2.499335494121624e-07,6.239736080169678,0.08199004828929901,0.20160536468029022,0.08199004828929901,0.20160536468029022,0.08199004828929901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single_2,2,1,10000,6.183690071105957,3.069737175565024e-08,3.7915427242296573e-07,1.2517e-07 3.91486e-08 -1.13795e-08 -3.015e-08,3.069737175565024e-08,3.7915427242296573e-07,1.2517e-07 3.91486e-08 -1.13795e-08 -3.015e-08,-2.877667215628321e-09,4.208866926092014e-07,6.16904e-08 -5.56852e-08 1.345e-08 -3.09658e-08,-1.062737453594309e-07,1.5694080275352462e-06,-4.28301e-07 2.79706e-08 -9.00587e-09 -1.57584e-08,8.765489667439397e-09,4.139925238177966e-07,1.51331e-07 -5.06168e-08 -5.62251e-08 -9.42751e-09,-1.5920713636319306e-08,3.015321681232308e-07,1.30379e-08 -2.8039e-08 -2.74898e-08 -2.11919e-08,4.278207299535097e-08,2.2699751411892066e-07,1.3642e-07 3.2017e-08 -8.14389e-09 1.08347e-08,1.3635319540128421e-08,2.6358964078099234e-07,5.92432e-08 -5.14892e-09 1.38279e-08 -1.33809e-08,3.381828150850197e-11,2.0316633708716836e-07,5.72982e-08 -4.89217e-08 -3.36187e-09 -4.8794e-09,8.331104695002978e-10,3.001931361268362e-07,9.95111e-08 -1.00926e-07 1.77016e-08 -1.29544e-08,2.64873047939318e-08,2.634507154652965e-07,1.019e-07 4.05005e-08 -6.15844e-09 -3.02927e-08,-1.4787235436131141e-08,7.009390401435667e-08,-1.681e-08 -1.70827e-08 4.36791e-09 -2.96241e-08,1.1437544245040954e-08,1.553212882754451e-07,1.29215e-08 4.62486e-08 1.36946e-08 -2.71146e-08,-1.6684278847378664e-08,1.480032665313047e-07,-1.12376e-10 -1.50999e-08 -3.36912e-08 -1.78337e-08,-1.2752226830059499e-08,1.0479809020580433e-07,1.58541e-08 -4.71175e-08 -1.16441e-08 -8.10147e-09,-9.529087741100284e-09,4.930906882805175e-08,-2.36128e-08 -1.18001e-08 4.18219e-10 -3.12171e-09,-1.3893792782937453e-09,2.0587557969520276e-07,7.60959e-08 -3.53368e-08 -6.2387e-08 1.60704e-08,-5.082644956762768e-09,4.278207299535097e-08,3.578001671241301e-08,,,,-1.062737453594309e-07,-1.062737453594309e-07,6.183690071105957,0.02015789784491062,0.03334440290927887,,,0.022029098123311996,-1.062737453594309e-07,1.5694080275352462e-06,-4.28301e-07 2.79706e-08 -9.00587e-09 -1.57584e-08,0.022029098123311996,0.10365079343318939,,,,,,,,,,,,,,,,,,,,,,,,,
single_4,4,1,10000,6.09861946105957,8.736721923696678e-08,1.4050034451429383e-06,3.9096e-07 5.43143e-08 -4.75995e-08 -4.82058e-08,8.736721923696678e-08,1.4050034451429383e-06,3.9096e-07 5.43143e-08 -4.75995e-08 -4.82058e-08,-1.2822752637475787e-08,3.6680529547084006e-07,9.88758e-08 -1.0461e-07 -1.62307e-08 -2.93261e-08,3.006051230158846e-08,3.146276981169649e-07,1.20294e-07 -1.88337e-09 -4.71388e-09 6.54558e-09,-8.421134900515881e-09,5.704309558041132e-08,-8.88027e-09 -1.80608e-08 2.91595e-09 -9.65946e-09,9.827612501567273e-09,1.6814248056107317e-06,4.77136e-08 -1.02893e-09 9.44565e-09 -1.68198e-08,1.570212049273323e-08,8.661384498509506e-08,2.51579e-08 1.62222e-08 6.62263e-09 1.48057e-08,5.007149805891231e-09,9.50038199221126e-08,3.05171e-08 -2.03837e-08 1.20957e-08 -2.20038e-09,-3.841652329583667e-09,6.244783889997052e-08,-4.06762e-08 1.5996e-08 1.90422e-08 -9.72865e-09,-1.9514047266966372e-08,5.6228458333862363e-08,-1.48707e-08 -3.95845e-08 -7.65694e-09 -1.59441e-08,-2.1616903822518907e-08,3.289045125143275e-08,-4.73442e-08 -2.46599e-08 -1.42243e-08 -2.3916e-10,-6.968070564994377e-10,1.4597871711430344e-07,4.21392e-08 1.37725e-08 -2.98494e-08 -2.88496e-08,8.51828607650873e-10,1.20322127372674e-07,-2.60601e-08 1.26718e-08 2.60741e-08 -9.27854e-09,-1.028098850497372e-08,5.159835936296986e-08,-2.46998e-08 -1.73856e-08 -2.41468e-08 2.51083e-08,-1.3878025839630936e-08,1.199100552184973e-07,-1.43938e-08 -4.23725e-08 1.41579e-10 1.11267e-09,-3.468869635980809e-08,2.8444100408364648e-08,-6.92085e-08 -1.38571e-08 -6.81378e-09 -4.88754e-08,-3.162654849120372e-08,9.173189852162977e-08,3.11999e-08 -1.04991e-07 -2.04497e-08 -3.22654e-08,-6.39588889998303e-09,3.006051230158846e-08,9.376310813694981e-08,,,,9.827612501567273e-09,9.827612501567273e-09,6.09861946105957,0.02240714058279991,0.04192254692316055,,,0.0181735772639513,,,,,,9.827612501567273e-09,1.6814248056107317e-06,4.77136e-08 -1.02893e-09 9.44565e-09 -1.68198e-08,0.0181735772639513,0.09564851969480515,,,,,,,,,,,,,,,,,,,,
single_8,8,1,10000,6.073429584503174,-4.087068461444687e-09,1.828535971526435e-07,4.13195e-08 8.73422e-09 -3.5653e-08 -3.0749e-08,-4.087068461444687e-09,1.828535971526435e-07,4.13195e-08 8.73422e-09 -3.5653e-08 -3.0749e-08,-4.536241604569113e-09,3.783148940783576e-07,8.83806e-08 -3.0096e-08 -2.34775e-08 -5.29522e-08,1.6542644587502764e-08,3.2882925893318316e-07,1.55565e-07 -3.36786e-08 -3.36025e-08 -2.21137e-08,-9.112689269841212e-09,2.091079664978679e-07,4.56558e-08 -2.54436e-08 -2.70254e-08 -2.96375e-08,8.973882970053637e-09,1.952835617657911e-07,3.43763e-08 4.71801e-09 -3.03834e-09 -1.60421e-10,8.732682132972514e-09,8.43139034145679e-08,5.12035e-08 -5.67251e-09 3.25875e-09 -1.3859e-08,1.646908387442636e-08,1.686880040097094e-07,1.5969e-08 3.93674e-08 2.68314e-09 7.85679e-09,-3.3335396665279404e-09,1.1666918453556718e-07,1.66145e-08 -4.3895e-08 1.75063e-08 -3.56002e-09,-1.0562958507875919e-08,1.1739717820091755e-06,-5.85921e-08 4.39756e-09 1.84917e-09 1.00936e-08,-6.509259797837785e-09,2.035378656728426e-07,5.42098e-08 -5.2904e-08 -2.41894e-08 -3.15334e-09,-1.22200987107135e-08,1.0157599916738036e-07,3.00081e-09 -2.37591e-08 1.34504e-10 -2.82566e-08,-6.548894759816903e-11,1.5618276449913537e-07,6.91054e-08 -3.91643e-08 1.34761e-09 -3.15506e-08,2.1007302564157726e-09,1.9071339352194627e-07,1.63641e-08 2.72715e-08 -2.70731e-08 -8.15952e-09,1.042182518062873e-08,9.177797011261646e-08,1.45941e-08 2.93738e-08 -1.206e-08 9.77936e-09,-2.7227809340502063e-08,1.0914943260331711e-07,-4.04647e-08 -1.71946e-08 -2.44985e-08 -2.67535e-08,-3.621214972326925e-08,1.6425103410711017e-07,-7.01236e-08 -2.79261e-09 -4.06493e-08 -3.1283e-08,-3.1026257711156785e-09,1.6542644587502764e-08,-9.844426903290088e-10,,,,-1.0562958507875919e-08,-1.0562958507875919e-08,6.073429584503174,0.022735897451639175,0.044126734137535095,,,0.018448343500494957,,,,,,,,,,,-1.0562958507875919e-08,1.1739717820091755e-06,-5.85921e-08 4.39756e-09 1.84917e-09 1.00936e-08,0.018448343500494957,0.08967944979667664,,,,,,,,,,,,,,,
single_16,16,1,10000,6.1183929443359375,2.783389518867807e-08,1.1262568477832247e-06,1.46835e-07 -1.10743e-08 9.65653e-09 -3.4082e-08,2.783389518867807e-08,1.1262568477832247e-06,1.46835e-07 -1.10743e-08 9.65653e-09 -3.4082e-08,-1.3288062206129325e-08,5.308459094521822e-07,8.43527e-08 -9.26169e-08 1.00167e-08 -5.49048e-08,3.857412167462826e-08,2.680768602658645e-07,1.54537e-07 -4.80886e-11 -1.03497e-08 1.01572e-08,2.608087523725544e-09,3.0909475867701985e-07,1.00565e-07 -4.89208e-08 -2.59716e-08 -1.52401e-08,9.79208003570875e-09,1.806226208600492e-07,8.55231e-08 -3.39943e-09 -2.96601e-08 -1.32953e-08,9.772818998499133e-09,2.648886834322184e-07,5.99523e-08 -3.97998e-08 4.27339e-08 -2.37951e-08,1.6909041278267978e-08,1.1119857390440302e-07,4.12148e-08 4.58972e-08 -2.55101e-08 6.03428e-09,1.3269128906756578e-08,3.8276991176644515e-07,6.20199e-08 -3.24849e-08 2.10399e-08 2.50169e-09,1.6404651859147634e-08,4.223966811878199e-07,6.69226e-08 2.27698e-08 -6.63142e-09 -1.74425e-08,1.4560935568397326e-08,6.837727539732441e-08,3.39119e-08 1.57267e-08 1.28143e-09 7.32375e-09,1.1873382277372002e-08,8.560160580373122e-08,-1.80764e-08 4.2602e-08 2.22711e-09 2.07408e-08,-1.2868927257159157e-08,1.0279970297233376e-07,5.15779e-10 -4.34284e-08 8.77713e-09 -1.73402e-08,1.0635364589006713e-08,7.778479016451456e-08,-9.18769e-09 3.35152e-08 3.99758e-09 1.42164e-08,-7.951172165121534e-09,6.520492945583101e-08,-2.47834e-09 -7.762e-09 -3.04846e-08 8.9203e-09,-5.253837542795736e-08,1.640833602323255e-08,-6.31098e-08 -7.1213e-08 -3.24944e-08 -4.33362e-08,-1.7597074020159198e-08,1.877906612435254e-07,-8.02122e-09 -2.37257e-08 -5.4869e-09 -3.31544e-08,2.677066775665556e-09,3.857412167462826e-08,2.5156828413012514e-08,,,,1.5190661883934808e-07,1.5190661883934808e-07,6.1183929443359375,0.02507924474775791,0.05066663771867752,,,0.009373552165925503,,,,,,,,,,,,,,,,1.5190661883934808e-07,2.203898930019932e-06,6.27763e-07 6.11618e-09 1.07531e-09 -2.73275e-08,0.009373552165925503,0.04273121803998947,,,,,,,,,,
single_32,32,1,10000,6.064566612243652,-1.2851470998498371e-09,1.302467325103862e-07,7.39859e-08 -3.25004e-08 -2.35776e-08 -2.30486e-08,-1.2851470998498371e-09,1.302467325103862e-07,7.39859e-08 -3.25004e-08 -2.35776e-08 -2.30486e-08,-6.476983838155093e-09,4.383686018627486e-07,1.10584e-07 -1.09994e-07 -1.02078e-08 -1.62903e-08,2.2608759309150628e-08,3.242447519369307e-07,1.17873e-07 -2.15071e-08 -1.21578e-08 6.2267e-09,6.436312816049394e-09,3.571279876268818e-07,7.82378e-08 -2.4288e-08 1.98766e-09 -3.01922e-08,-2.4295827572018425e-09,1.28825348610917e-07,1.82228e-10 9.13259e-09 -9.82919e-09 -9.20395e-09,6.330668878007373e-09,2.6972551836479397e-07,8.43421e-08 -4.44846e-08 -4.86235e-09 -9.67244e-09,2.2707659752541076e-08,1.4418927207771048e-07,2.98303e-08 8.54308e-08 -1.49848e-08 -9.44563e-09,-1.0219297408298189e-08,1.747579432276325e-07,2.74756e-08 -6.96762e-08 1.23887e-08 -1.10653e-08,1.7519578676683523e-08,1.4403501324977697e-07,2.66526e-08 5.24718e-08 2.53901e-09 -1.15851e-08,3.2876901201461806e-09,9.54458414526016e-08,-3.24672e-08 4.8624e-08 2.42056e-09 -5.42657e-09,-3.460135999944214e-08,3.6370771283600334e-08,-4.72393e-08 -8.09456e-08 -2.69547e-09 -7.52504e-09,-1.4632323797059144e-08,9.259699140784505e-08,-1.62152e-08 9.50172e-09 -5.28848e-08 1.06905e-09,-1.25252288540878e-08,7.604752028100847e-08,-4.26436e-09 -3.58035e-08 2.55658e-09 -1.25896e-08,-3.359328815122353e-08,2.8006828856064203e-08,-5.39952e-08 -6.33811e-08 -1.36242e-08 -3.37272e-09,-5.804551506116695e-08,6.102923322259812e-08,5.60927e-09 -1.55322e-07 -4.49532e-08 -3.75159e-08,-3.2301272767654154e-08,1.820047259570856e-07,-8.40409e-09 -2.51276e-08 -5.24486e-08 -4.32247e-08,-8.395612205447378e-09,2.2707659752541076e-08,7.110465105597541e-09,,,,8.769021064836124e-09,8.769021064836124e-09,6.064566612243652,0.025100113824009895,0.05206357687711716,,,0.0042408304288983345,,,,,,,,,,,,,,,,,,,,,8.769021064836124e-09,1.065488532958625e-07,1.59824e-08 1.09002e-08 -2.01369e-09 1.02072e-08,0.0042408304288983345,0.013703376986086369,,,,,
single_64,64,1,10000,6.150200843811035,-3.412077020925608e-08,9.187766636387096e-08,-7.27526e-08 -2.84175e-08 4.24814e-09 -3.95611e-08,-3.412077020925608e-08,9.187766636387096e-08,-7.27526e-08 -2.84175e-08 4.24814e-09 -3.95611e-08,-2.13180761932108e-08,4.826434860660811e-07,5.93753e-08 -1.11023e-07 -2.96343e-08 -3.9908e-09,2.514514463314299e-08,3.8763806742281304e-07,1.3897e-07 -1.22394e-08 -1.29672e-08 -1.31829e-08,2.148663469370149e-09,3.592037955968408e-07,5.51778e-08 -2.31133e-08 -9.72167e-09 -1.37482e-08,2.5231239320078203e-08,2.3922609670989914e-07,5.45394e-08 2.29214e-08 2.2976e-08 4.88242e-10,9.130203260099279e-09,2.167533494912277e-07,6.40333e-08 -2.78864e-08 2.29792e-08 -2.26053e-08,1.4361023481512802e-08,2.3737233334486518e-07,9.84482e-08 -3.27054e-08 -1.76306e-08 9.33187e-09,1.4143302085045661e-09,1.5934217856283794e-07,6.84004e-08 -4.63153e-08 -1.95246e-10 -1.62325e-08,1.6127415847222437e-08,2.3370908763808984e-07,5.65294e-08 3.87386e-08 -2.40974e-08 -6.66101e-09,2.7660565393716752e-08,1.1978430336512247e-07,6.57028e-08 5.70896e-08 -1.73365e-09 -1.04165e-08,-9.92719684234089e-10,1.2007508587430493e-07,2.61311e-08 -3.27747e-08 2.01137e-08 -1.74411e-08,5.243495415641064e-09,7.784984745740076e-08,9.72353e-09 2.02151e-08 -1.94273e-08 1.04626e-08,8.086708191967773e-09,1.1148065937049978e-07,5.24732e-08 4.85651e-09 6.16093e-10 -2.55989e-08,3.288603611650842e-09,1.5639783157439524e-07,1.62682e-09 4.40745e-08 -1.32878e-08 -1.92591e-08,-7.195338724841349e-08,2.9413154578605827e-08,-6.47268e-08 -1.31074e-07 -4.10186e-08 -5.09945e-08,5.337109865166667e-09,2.427768208690395e-07,-1.58122e-08 6.36129e-08 -3.78269e-09 -2.26696e-08,3.2606879714810095e-09,2.7660565393716752e-08,-3.738145818073709e-08,,,,-1.6345669706652188e-08,-1.6345669706652188e-08,6.150200843811035,0.023950915783643723,0.05186859518289566,,,0.004653243813663721,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6345669706652188e-08,3.1114467446968774e-08,-4.80269e-08 -5.15165e-09 -5.43865e-09 -6.76552e-09,0.004653243813663721,0.013238773681223392
no_bos,none,1,10000,6.188045501708984,-6.043653133502858e-09,1.9771727011175244e-07,3.90523e-09 2.24544e-08 -1.0655e-08 -3.98792e-08,-6.043653133502858e-09,1.9771727011175244e-07,3.90523e-09 2.24544e-08 -1.0655e-08 -3.98792e-08,-1.279996819647522e-08,3.0200206424524367e-07,6.37548e-08 -6.981e-08 -9.50716e-09 -3.56375e-08,8.03198130228111e-09,3.75420739828769e-07,1.30368e-07 -8.11704e-08 -1.30316e-08 -4.03801e-09,7.460174700213429e-09,3.181691852205404e-07,4.62453e-08 2.50003e-08 -9.68304e-09 -3.17219e-08,4.963248922962293e-09,2.3789488068359788e-07,5.59988e-08 -8.01385e-09 -1.96365e-08 -8.49544e-09,8.211129554069885e-09,1.7377895744630223e-07,5.41347e-08 2.16944e-08 -2.39631e-08 -1.90215e-08,3.220630873101982e-08,1.879721054365291e-07,7.25344e-08 4.34453e-08 4.26297e-08 -2.97841e-08,5.875850028758123e-09,1.6531306812339608e-07,7.4081e-08 -7.26033e-08 5.81963e-09 1.62061e-08,3.1805992506406255e-08,1.8848778893243434e-07,4.25532e-08 7.31767e-08 1.17951e-08 -3.00953e-10,-7.296960369274075e-09,7.022281067747826e-08,6.00782e-09 -2.38488e-08 -4.80826e-09 -6.53859e-09,1.4558390049046466e-09,1.210570559351254e-07,3.85547e-08 1.3183e-08 -2.95054e-08 -1.64089e-08,-5.540923275759724e-09,7.710155358608972e-08,-6.71272e-08 5.24152e-08 5.68099e-09 -1.31327e-08,-1.1924143450414704e-08,6.018052545186947e-08,-4.1593e-08 -8.79088e-09 -1.27702e-08 1.54575e-08,-2.0262939770532284e-08,7.050005024211714e-08,-2.61448e-08 -4.64363e-08 -2.01297e-08 1.16591e-08,-2.4857131464273152e-08,1.0823968921158666e-07,-9.36779e-08 -9.45384e-09 -2.0723e-08 2.44263e-08,-1.5465902336586623e-08,2.1286406592935236e-07,-5.02339e-09 -7.7115e-10 -9.56657e-09 -4.65025e-08,1.241703924866518e-10,3.220630873101982e-08,-6.16782352598951e-09,,,,0.0,nan,6.188045501708984,0.02511236071586609,0.06086273491382599,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"duplicate_0,8",0 8,1,10000,6.064993381500244,1.0818194340345144e-07,3.546417701727478e-06,4.61202e-07 1.21239e-08 9.32043e-08 -1.33803e-07,1.0818194340345144e-07,3.546417701727478e-06,4.61202e-07 1.21239e-08 9.32043e-08 -1.33803e-07,-8.131074480388634e-08,7.871826568361939e-08,-1.92686e-07 -4.59525e-08 -3.84225e-08 -4.81818e-08,-3.211436805372614e-08,4.14017229388719e-08,-2.30167e-08 -5.74652e-08 -2.42468e-08 -2.37288e-08,-2.472279270193667e-08,2.6773491867970733e-07,-1.83736e-08 -5.97327e-08 -1.78236e-08 -2.96124e-09,1.843780950139262e-08,2.444455446948268e-07,6.80185e-08 1.05353e-08 8.38394e-10 -5.64095e-09,1.606132826736939e-08,1.8241199484236859e-07,4.99363e-08 1.48486e-08 2.73298e-08 -2.78693e-08,-1.1378955555585435e-08,1.384998000730775e-07,2.20972e-08 -1.95288e-08 -4.18408e-08 -6.24335e-09,-1.944904326478536e-08,5.332680075298413e-08,-9.03832e-08 -2.13351e-08 2.82438e-08 5.67834e-09,-7.734359819266956e-10,1.088978820007469e-06,-5.02894e-09 -7.25963e-09 3.31713e-09 5.8777e-09,-7.269634227924371e-09,5.25869516820876e-08,-3.19616e-08 1.27194e-08 1.86962e-08 -2.85326e-08,-1.2443047481269787e-08,8.07331375085596e-08,-2.42838e-08 2.33429e-08 -4.19719e-08 -6.85932e-09,-4.78454120766969e-09,1.029050409329102e-07,4.6632e-09 3.34649e-08 -1.35364e-08 -4.37299e-08,-4.2132924704674224e-08,5.460849550331659e-08,-3.80826e-08 -7.22788e-08 -5.64735e-08 -1.6968e-09,5.314062967443078e-09,7.607244612017894e-08,1.70015e-08 -1.7905e-08 5.16421e-09 1.69955e-08,-8.753753277801479e-10,6.307503497282596e-08,2.03666e-08 -2.13043e-08 6.702e-09 -9.26583e-09,-3.95187740309666e-08,6.615939440735019e-08,-3.77012e-08 -4.41745e-08 -4.98092e-08 -2.63903e-08,-1.579736244039509e-08,1.843780950139262e-08,1.2397930584384654e-07,1.0818194340345144e-07,3.546417701727478e-06,4.61202e-07 1.21239e-08 9.32043e-08 -1.33803e-07,1.0740850742152475e-07,1.0818194340345144e-07,6.064993381500244,0.08109113574028015,0.20633678138256073,0.08109113574028015,0.20633678138256073,0.09358540363609791,,,,,,,,,,,-7.734359819266956e-10,1.088978820007469e-06,-5.02894e-09 -7.25963e-09 3.31713e-09 5.8777e-09,0.012494267895817757,0.05379215627908707,,,,,,,,,,,,,,,
"duplicate_0,32",0 32,1,10000,6.139980792999268,1.7788862294310093e-07,4.216130491840886e-06,8.15884e-07 1.13705e-07 1.09045e-07 -3.2708e-07,1.7788862294310093e-07,4.216130491840886e-06,8.15884e-07 1.13705e-07 1.09045e-07 -3.2708e-07,-7.057331430360136e-08,4.4423952516581267e-08,-1.39432e-07 -9.09878e-08 -2.37662e-08 -2.81075e-08,-2.0547835433148975e-08,1.5233399608405307e-07,-5.61165e-08 -2.95107e-08 -1.55657e-08 1.90015e-08,-2.7724064821654792e-08,1.2705332608220488e-07,-8.90883e-08 -1.08219e-08 -3.40725e-08 2.30864e-08,-5.308656625402364e-09,1.0537278427591446e-07,-5.04738e-08 3.55497e-08 -8.58913e-09 2.27854e-09,-1.4246987589672244e-08,6.218142800662463e-08,-2.52473e-08 -1.80629e-08 -4.60277e-09 -9.07498e-09,-2.2707284941247963e-08,5.2935316574576063e-08,-6.15374e-08 -1.01192e-08 -1.41792e-08 -4.99336e-09,7.206762298039848e-09,1.2339947375039628e-07,-3.25082e-08 3.60443e-08 2.92786e-08 -3.98758e-09,-1.4385401314598312e-08,1.259334538872281e-07,-3.86367e-08 4.73256e-09 -1.21474e-08 -1.149e-08,-3.8500269639030194e-10,1.3137581333921844e-07,-3.24292e-11 -4.08313e-09 -1.54688e-08 1.80444e-08,-1.8503452992035818e-08,1.5424144805820106e-07,-1.87944e-08 -1.7038e-08 -2.41601e-08 -1.40212e-08,-1.4538636960992335e-08,1.3178370750210888e-07,3.38682e-08 -6.48685e-08 -6.67355e-09 -2.04807e-08,1.0285304163915043e-08,7.47909325582441e-08,1.58276e-08 2.66807e-08 -3.94417e-09 2.57703e-09,-1.0860495613940202e-08,9.342097939679661e-08,-1.75735e-08 1.24907e-08 -3.67416e-08 -1.61759e-09,6.190235435354907e-09,2.029095753641741e-07,-1.87153e-08 3.3138e-08 -1.22352e-08 2.25735e-08,-5.4318579856271754e-08,1.2348861844202474e-07,-7.54564e-08 -9.70156e-08 -3.31679e-08 -1.16344e-08,-1.6694494083443107e-08,1.0285304163915043e-08,1.9458311702654404e-07,1.7788862294310093e-07,4.216130491840886e-06,8.15884e-07 1.13705e-07 1.09045e-07 -3.2708e-07,2.3615580246882928e-07,1.7788862294310093e-07,6.139980792999268,0.0917414128780365,0.20029836893081665,0.0917414128780365,0.20029836893081665,0.0996795454993844,,,,,,,,,,,,,,,,,,,,,5.826717952572835e-08,8.234255233219301e-07,2.40819e-07 5.12406e-09 -9.96753e-10 -1.18773e-08,0.007938132621347904,0.030763013288378716,,,,,
